<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
的	883
是	202
和	175
在	171
了	150
中国	137
一	119
发展	101
对	99
不	93
这	81
与	81
经济	79
国	72
个	71
中	71
要	70
两	67
美国	66
有	61
也	56
关系	55
他	54
年	53
将	53
台湾	51
说	51
国家	49
新	49
就	49
我们	47
为	46
上	44
问题	43
人民	43
地	38
政府	37
工作	37
大	36
合作	35
都	34
但	31
次	31
会	31
各	31
世界	29
进行	29
加强	29
和平	28
还	28
人	27
表示	27
社会	27
必须	27
种	26
到	26
以	26
党	25
全	25
而	25
国际	24
思想	24
政治	23
指出	23
美	23
日本	23
能	23
原则	22
并	22
安全	22
等	22
建设	22
访问	22
来	22
政策	22
企业	22
统一	21
下	21
已	21
军事	21
地区	21
重要	20
方面	19
计划	19
向	19
人权	19
基础	19
后	19
多	19
积极	19
稳定	19
把	19
此	19
有关	18
双方	18
没有	18
社会主义	18
友好	18
领导	18
总统	18
世纪	18
代表	17
时	17
法轮功	17
共同	17
进一步	17
组织	17
一些	17
及	17
从	17
支持	16
三	16
要求	16
江泽民	16
这些	16
北京	16
岸	16
取得	15
月	15
同	15
事件	15
发生	15
开发	15
俄	15
导弹	15
领导人	15
西藏	14
战争	14
利益	14
很	14
继续	14
所	14
会议	14
日	14
其	14
市场	14
同时	14
我国	14
今天	14
改革	14
推动	14
好	14
如果	14
已经	14
记者	14
更	14
提出	14
得	14
认为	14
坚持	13
部门	13
最	13
着	13
形势	13
作为	13
高	13
去年	13
应	13
西部	13
扩大	13
历史	13
他们	13
教育	13
实现	13
情况	13
强调	12
反对	12
使	12
于	12
外交	12
技术	12
增长	12
解决	12
系统	12
主席	12
制度	12
努力	12
当局	12
作出	11
武器	11
主要	11
举行	11
人员	11
十分	11
现在	11
根本	11
干部	11
祖国	11
又	11
十五	11
可以	11
希望	11
我	11
布什	11
本	10
nmd	10
目前	10
重大	10
变化	10
领域	10
任务	10
需要	10
文化	10
由	10
以来	10
活动	10
其他	10
俄罗斯	10
利用	10
看	10
影响	10
不断	10
斗争	10
调整	10
再	10
项	10
立场	9
正	9
当前	9
自	9
香港	9
成为	9
自己	9
所有	9
对话	9
关于	9
管理	9
规定	9
力量	9
五	9
存在	9
保持	9
改善	9
中央	9
据	9
做	9
条约	9
资源	9
结构	9
不同	9
可	9
位	9
总理	9
只	9
成功	9
过程	9
建立	9
几	9
较	9
认识	9
环境	9
许多	9
愿意	9
决定	9
人才	9
用	8
同志	8
讲话	8
走向	8
台独	8
首脑	8
名	8
内容	8
金融	8
生产	8
被	8
之	8
这个	8
仍	8
部分	8
民族	8
坚决	8
事业	8
落实	8
法律	8
监督	8
更加	8
科学	8
平等	8
大陆	8
今年	8
邪教	8
经贸	8
之后	8
华	8
报道	8
二	8
中共	8
投资	8
成立	8
人们	8
始终	8
完全	8
任何	8
前	8
促进	8
主权	7
民主	7
该	7
正在	7
具有	7
条件	7
中华	7
精神	7
参加	7
提供	7
越	7
关注	7
但是	7
严重	7
充分	7
限制	7
可能	7
包括	7
经营	7
体制	7
能力	7
良好	7
开展	7
美军	7
第一	7
通过	7
期间	7
目标	7
科技	7
内	7
战略	7
中方	7
增加	7
措施	7
出口	7
联合国	7
重视	7
时期	7
作用	7
官员	7
人士	7
行为	7
或	6
学习	6
贯彻	6
保护	6
势力	6
台	6
之一	6
给	6
带来	6
了解	6
上海	6
方式	6
准备	6
比	6
出现	6
谈判	6
实施	6
局势	6
而且	6
理论	6
进步	6
委员会	6
称	6
修改	6
进入	6
应该	6
分子	6
共产党	6
一直	6
表明	6
趋势	6
引起	6
想	6
飞机	6
提高	6
陈水扁	6
未来	6
一定	6
其中	6
开放	6
欢迎	6
方向	6
军队	6
尽管	6
持续	6
维护	6
报告	6
贡献	6
届	6
财政	6
认真	6
首	6
朝鲜	6
应当	6
未	6
优势	6
采取	6
外资	6
李登辉	6
行政	6
推进	6
媒体	6
因素	6
美方	6
现代化	6
中心	6
开始	6
一切	6
召开	5
制定	5
压力	5
自由	5
分裂	5
每	5
我军	5
基本	5
公司	5
集团	5
信息	5
全球	5
会晤	5
却	5
来自	5
研究	5
处理	5
国内	5
电	5
资金	5
加入	5
欧盟	5
团结	5
事	5
议案	5
形式	5
发表	5
广泛	5
人大	5
态度	5
为了	5
加大	5
调查	5
力度	5
如	5
近	5
共识	5
今后	5
实际	5
意见	5
在于	5
实践	5
业务	5
钱其琛	5
东盟	5
驻	5
错误	5
所谓	5
有利于	5
过去	5
第二	5
长期	5
相信	5
生活	5
满意	5
全面	5
正式	5
它	5
专家	5
共和国	5
双边	5
打击	5
健康	5
场	5
深入	5
美元	5
非	5
空军	5
防御	5
农村	5
亚洲	5
不仅	5
占	5
高度	5
运用	5
最近	5
地位	5
观念	5
省	5
这样	5
发挥	5
集中	5
交流	5
间	5
原因	5
过	5
导航	5
撞机	5
韩国	5
新疆	5
侵犯	5
起	5
谈	5
联合	5
只有	4
目的	4
暴力	4
手段	4
愿望	4
自杀	4
某些	4
如此	4
面临	4
训练	4
如今	4
产业	4
主题	4
高兴	4
贸易	4
交往	4
相互	4
电视	4
深刻	4
批	4
特色	4
大学	4
统计	4
亿	4
新华社	4
部长	4
武装	4
世贸	4
成员	4
冲突	4
解放军	4
机遇	4
机关	4
时代	4
得到	4
遭到	4
公开	4
四	4
损害	4
国会	4
克林顿	4
法案	4
部署	4
同意	4
成就	4
科研	4
知识	4
新闻	4
历来	4
亚酞	4
差距	4
受	4
状况	4
所以	4
做好	4
核心	4
综合	4
国务院	4
国防	4
具体	4
明确	4
你	4
均	4
无	4
奠定	4
韩	4
承认	4
推行	4
素质	4
当选	4
传统	4
减税	4
关心	4
外国	4
侵略	4
改变	4
自焚	4
因此	4
印度	4
中外	4
局面	4
随着	4
将来	4
阶段	4
作	4
普京	4
愿	4
级	4
产生	4
澳门	4
制	4
威胁	4
首相	4
机构	4
可能性	4
巨大	4
保障	4
刚刚	4
接受	4
快速	4
当	4
发现	4
极	4
指导	4
点	4
繁荣	4
失败	4
古巴	4
外	4
竞争	4
朱	4
协议	4
进展	4
交换	4
里	4
表现	4
冷战	4
结果	4
最终	4
工资	4
面对	4
外长	4
难以	4
看法	4
结合	4
民进党	4
令	4
才	4
质量	4
赢得	4
顺利	4
达	4
正确	4
注意	4
消除	4
军用	4
个人	4
并不	4
国有	4
成员国	4
英国	4
看到	4
挑战	4
访	4
安理会	4
创新	4
农业	4
反导	4
贷款	4
透露	4
向前	4
控制	3
领土	3
先进性	3
七一	3
表达	3
再度	3
反映	3
右翼	3
激烈	3
欧洲	3
还是	3
出售	3
人心	3
打	3
至	3
论	3
分割	3
由于	3
机会	3
最后	3
岁	3
上午	3
澳	3
困难	3
时间	3
北	3
感到	3
追求	3
朝	3
总体	3
水平	3
院校	3
委员	3
单位	3
广大	3
决策	3
元	3
保证	3
宗教	3
硝烟	3
革命	3
设施	3
相关	3
服务	3
事实	3
证明	3
成果	3
意义	3
先进	3
前进	3
地方	3
有效	3
民主党	3
电子	3
制裁	3
泡沫	3
则	3
结束	3
八	3
违反	3
从事	3
大家	3
大量	3
合理	3
以及	3
队伍	3
达成	3
此间	3
提倡	3
各自	3
说法	3
相反	3
现实	3
完善	3
七月	3
会见	3
政局	3
普遍	3
末	3
东南亚	3
持	3
飞行	3
主动	3
坚实	3
出	3
虽然	3
破坏	3
针对	3
严格	3
适应	3
海峡	3
奋斗	3
奥运会	3
圆满	3
就业	3
岗位	3
等等	3
性质	3
谁	3
主张	3
注定	3
天安门	3
热烈	3
法国	3
农民	3
之间	3
路线	3
作风	3
作战	3
回答	3
厦门	3
研制	3
合资	3
法	3
转变	3
统	3
起来	3
恶化	3
协定	3
党委	3
小组	3
朱镕基	3
上述	3
经过	3
参与	3
对于	3
伟大	3
舰队	3
事务	3
职责	3
历史性	3
实行	3
大局	3
有利	3
眼睛	3
见	3
不过	3
特别	3
台商	3
企图	3
推出	3
宣布	3
拒绝	3
情报	3
超过	3
项目	3
清醒	3
至今	3
尚	3
强权	3
联系	3
言	3
侦察	3
图谋	3
理解	3
会谈	3
选拔	3
办法	3
金字旁容基	3
大战	3
然而	3
以后	3
执行	3
公布	3
石油	3
概括	3
强	3
山东	3
坚信	3
曾	3
经历	3
民主化	3
深	3
即将	3
立法	3
防卫	3
变	3
如何	3
特点	3
像	3
切实	3
退税	3
讲	3
有所	3
彼此	3
自信	3
遵守	3
高雄	3
符合	3
至于	3
排除	3
基地	3
工程	3
生命	3
当务之急	3
工人	3
左右	3
行动	3
承诺	3
对外	3
最高	3
搞	3
突然	3
粮食	3
复杂	3
抓住	3
使用	3
武力	3
辩证	3
给予	3
检查	3
迎来	3
整个	3
国债	3
阶级	3
按	3
现状	3
大力	3
国民	3
分析	3
从此	3
方针	3
李洪志	3
巩固	3
其实	3
周年	3
权威	3
发展中	3
期	3
允许	3
转向	3
讨论	3
消极	3
干预	3
越南	3
产品	3
群众	3
朝韩	3
战士	3
半岛	3
底	3
半	3
遭受	3
直接	3
犯罪	3
印尼	2
这里	2
番	2
话	2
国统会	2
一九九一年	2
认同	2
防止	2
李福祥	2
派出	2
因	2
政界	2
言行	2
难	2
妥协	2
不论	2
心愿	2
处	2
成	2
体系	2
记	2
磋商	2
翻天覆地	2
信息化	2
赴	2
纽约	2
千	2
李鹏	2
少年	2
全球化	2
友谊	2
接触	2
快	2
旁观者清	2
因为	2
彩门	2
标语	2
第	2
军方	2
试验	2
多重	2
不少	2
对方	2
首要	2
所在	2
海南	2
有限	2
副	2
速度	2
密切	2
谋求	2
缓和	2
整体	2
浙江	2
体育	2
文明	2
组成	2
区	2
总值	2
达到	2
任命	2
派遣	2
叛乱	2
共处	2
墨西哥	2
仍然	2
淹没	2
胜利	2
初期	2
进藏	2
专业	2
投身	2
日益	2
逐步	2
采购	2
范围	2
办公	2
频繁	2
马克思主义	2
学说	2
泰方	2
感谢	2
人类	2
智力	2
有些	2
抓	2
腐败	2
抑制	2
电脑	2
一再	2
希腊	2
波兰	2
议员	2
呼吁	2
解除	2
南联盟	2
书写	2
案	2
方案	2
草案	2
破灭	2
形象	2
阿根廷	2
首都	2
地下	2
台海	2
仅	2
局部	2
介入	2
告别	2
忘记	2
民众	2
公然	2
国际法	2
发言	2
说明	2
强硬	2
反	2
那	2
便	2
构成	2
比例	2
元首	2
发布会	2
章启月	2
对抗	2
主流	2
当然	2
或者	2
共产党员	2
分业	2
监管	2
十三日	2
副总理	2
一行	2
即	2
三月	2
中旬	2
同胞	2
年代	2
附近	2
怎么	2
赞赏	2
巡航	2
弱点	2
阿	2
高层	2
斯里兰卡	2
反腐败	2
思路	2
竞选	2
唯一	2
达赖	2
失去	2
多样化	2
反华	2
当年	2
信任	2
那么	2
呢	2
前景	2
广场	2
造成	2
潜力	2
去	2
两国论	2
前提	2
以色列	2
主持	2
受到	2
集体	2
分配	2
减轻	2
负担	2
十六日	2
海陆空	2
散去	2
南	2
震动	2
加紧	2
型	2
报	2
入世	2
搞好	2
强大	2
马其顿	2
批准	2
刑事	2
协助	2
心声	2
具备	2
漫长	2
绝	2
江	2
亦	2
老	2
特别是	2
伙伴	2
构想	2
炸弹	2
极力	2
管理者	2
按照	2
科索沃	2
爱好	2
低	2
核裁军	2
角度	2
扬言	2
现代	2
大为	2
干涉	2
内政	2
泰	2
刺激	2
部	2
关键	2
立即	2
巴勒斯坦	2
告诉	2
感染	2
拥有	2
属于	2
日趋	2
活跃	2
拦截	2
手	2
平静	2
投入	2
大会	2
再次	2
发达	2
霸权主义	2
可行	2
举	2
优越	2
精度	2
装备	2
子孙	2
出卖	2
国体	2
政体	2
帮助	2
金正日	2
回升	2
势头	2
西方	2
党员	2
举措	2
奉行	2
互利	2
回到	2
上来	2
供应	2
检察院	2
统治	2
物质	2
能够	2
相	2
勾结	2
段	2
不幸	2
教训	2
据悉	2
市	2
意图	2
沿着	2
道路	2
支	2
步入	2
二十一	2
之际	2
协调	2
秩序	2
请	2
立足于	2
全局	2
经合	2
比较	2
扶持	2
问	2
高级	2
履行	2
方	2
奥尔布赖特	2
唐家璇	2
军售	2
行业	2
恰恰	2
承受	2
外来	2
睦邻	2
私营	2
出来	2
吗	2
政客	2
层	2
北方	2
小麦	2
面积	2
减少	2
增进	2
充满	2
声明	2
长官	2
权力	2
参议院	2
审慎	2
祝贺	2
幕	2
波折	2
大多	2
飞行员	2
意志	2
卫星	2
近来	2
周边	2
她	2
三峡	2
水利	2
回顾	2
霸道	2
网络	2
宣传	2
到位	2
尽快	2
效应	2
一般	2
鲍威尔	2
唐	2
重要性	2
驻军	2
损失	2
文	2
意识	2
差异	2
另外	2
申办	2
矛盾	2
及时	2
宏观	2
放弃	2
调动	2
倾向	2
侦察机	2
品种	2
枚	2
公安	2
污染	2
重点	2
突破	2
严厉	2
工商界	2
当地	2
生态	2
危害	2
水	2
优惠	2
石	2
痴迷者	2
倍	2
思潮	2
独	2
收入	2
限度	2
条	2
优先	2
跨入	2
家庭	2
全会	2
军国主义	2
确立	2
旅游	2
预算	2
富裕	2
放	2
交	2
选举	2
支付	2
全国	2
上台	2
布莱尔	2
展览	2
享有	2
负面	2
支出	2
跨国	2
搬迁	2
来到	2
土地	2
非常	2
一如既往	2
考虑	2
马	2
港	2
阁下	2
军	2
炮兵	2
自动化	2
强化	2
艰难	2
制约	2
全心全意	2
依靠	2
准入	2
增值	2
广阔	2
在内	2
议会	2
克罗地亚	2
邀请	2
救	2
同样	2
到访	2
巴基斯坦	2
探索	2
不久	2
伊	2
停止	2
早	2
遵循	2
负责	2
动物	2
面貌	2
优良	2
实力	2
削弱	2
北斗	2
发射	2
迎接	2
宪法	2
当时	2
考察	2
圆木	2
以上	2
兴趣	2
讲究	2
南昌	2
起义	2
部队	2
顺应	2
世代	2
发行	2
总额	2
付出	2
耻辱	2
吴邦国	2
够	2
高原	2
岛	2
改造	2
代	2
价值观	2
廉洁	2
自律	2
民调	2
内部	2
黑人	2
布希	2
本人	2
镇	2
丰富	2
选	2
之前	2
动作	2
一下	2
事项	2
民事	2
推翻	2
商务	2
依法	2
建议	2
第四	2
谢长廷	2
是否	2
那样	2
参拜	2
靖国神社	2
山姆	2
大叔	2
较量	2
突出	2
推	2
孙玉玺	2
亚美尼亚	2
独立	2
内地	2
批评	2
有力	2
工业化	2
季度	2
急欲	2
系列	2
边防	2
警惕	2
国界	2
对待	2
途径	2
王伟	2
儿子	2
经	2
煤矿	2
机制	2
克服	2
pntr	2
致力于	2
喜欢	2
户	2
娱乐	2
传媒	2
公报	2
练习者	2
到底	2
退出	2
北约	2
保险	2
爱	2
新型	2
战机	2
战略性	2
自行	2
艺术	2
阿拉伯	2
金额	2
答应	2
未成年人	2
瓦希德	1
制服	1
征服	1
对手	1
嘉木样	1
宗教界	1
研讨会	1
专论	1
国统纲领	1
初	1
专人	1
情绪	1
失控	1
确切	1
企望	1
欧洲人	1
何在	1
理由	1
多么	1
冠冕堂皇	1
伤害	1
处在	1
十字路口	1
抉择	1
无疑	1
发出	1
信号	1
宣言	1
大势所趋	1
中国人	1
真	1
善	1
忍	1
幌子	1
自诩	1
法轮	1
大法	1
诸	1
军兵种	1
条块	1
状态	1
股东	1
黄埔	1
占有	1
股权	1
之中	1
飞速	1
阿达姆库斯	1
出席	1
途经	1
冰岛	1
委员长	1
家	1
网吧	1
找到	1
蓬头垢面	1
沉醉于	1
上网	1
聊天	1
体现	1
加深	1
注入	1
活力	1
哈尔滨市	1
进修	1
迷惑	1
博什格拉夫	1
以为	1
无所不在	1
无所不能	1
唯它	1
马首是瞻	1
不见	1
旌旗	1
横幅	1
以往	1
演习	1
道	1
必不可少	1
风景	1
杨洁篪	1
贸易部	1
副秘书长	1
库珀	1
完成	1
当事人	1
宣读	1
广播	1
勒令	1
停建	1
拆除	1
置之不理	1
立党	1
执政	1
基	1
源	1
形成	1
起点	1
青鸟	1
软件	1
总经理	1
安金龙	1
教授	1
听到	1
气愤	1
背后	1
漠视	1
需求	1
一味	1
粗放型	1
趋向	1
天下	1
酞平	1
建成	1
鲜明	1
学科	1
实验室	1
办学	1
董石麟	1
索取	1
材料	1
带回	1
驻地	1
仔细	1
宝贵	1
财富	1
政协	1
拥护	1
年均	1
原	1
黑龙江省	1
省长	1
田凤山	1
国土	1
资源部	1
特务	1
四川	1
藏区	1
持久	1
争取	1
丛生	1
领袖们	1
苦心孤诣	1
呐喊	1
无尽	1
战火	1
面越	1
宽	1
战胜	1
夺取	1
把握	1
解放	1
难得	1
用品	1
设备	1
公共	1
政党	1
划时代	1
禁毒	1
泰国	1
上下	1
件	1
结晶	1
动力	1
以致	1
现象	1
六日	1
骇客	1
侵入	1
信箱	1
自动	1
关闭	1
意大利	1
瑞典	1
法律案	1
需	1
附有	1
衰退	1
东亚	1
巨人	1
变为	1
病夫	1
政坛	1
包庇	1
纵容	1
举动	1
离开	1
布宜诺斯艾利斯	1
前往	1
乌拉圭	1
蒙得维的亚	1
市政府	1
深圳市	1
兴建	1
大型	1
建筑	1
供	1
战时	1
防空	1
俄国	1
今晚	1
提醒	1
政绩	1
准则	1
借口	1
敌对	1
曲格平	1
网民	1
申奥	1
汽车业	1
人口	1
环保	1
探讨	1
浙江省	1
有益	1
说服	1
弹道	1
矿产	1
评价	1
勘查	1
例如	1
可口可乐	1
饮料	1
普及	1
占有率	1
余下	1
潜在	1
两百	1
两千五百多	1
邻邦	1
柬	1
由衷	1
优化	1
国防部	1
此前	1
防务	1
外交部	1
阿富汗	1
尊重	1
代替	1
朱总理	1
确实	1
长远	1
表述	1
涵意	1
即使	1
错	1
事物	1
经验	1
推论	1
归根到底	1
参照	1
金融业	1
李诗佳	1
中南海	1
科恩	1
特征	1
实证性	1
实验	1
检验	1
海外	1
侨胞	1
宣扬	1
末日	1
大卫	1
教派	1
美国人	1
老是	1
你家	1
后院	1
偷窥	1
无核区	1
隐形	1
直升机	1
亚音速	1
还有	1
规避	1
被迫	1
舆论	1
炮制	1
安全法	1
鼓动	1
众议院	1
斯	1
互访	1
扩散	1
mtcr	1
培训	1
全方位	1
曾经	1
疾言厉色	1
寄	1
希望于	1
光荣	1
爱国	1
身为	1
众议员	1
杰福兹	1
里根	1
共和党人	1
城镇	1
居民	1
真相	1
艰苦	1
争	1
朝夕	1
办	1
成分	1
何况	1
卷入	1
帝国主义	1
什么	1
两样	1
言论	1
动向	1
兵种	1
涨	1
消	1
发言人	1
相同	1
道教	1
尊生	1
贵德	1
现世	1
功德圆满	1
罗宾逊	1
夫人	1
法制	1
误判	1
期待	1
破产	1
死	1
伤	1
人间	1
冤魂	1
东西	1
武器化	1
缺	1
钱	1
奥贝德	1
专程	1
亚历山大	1
穆巴拉克	1
